"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06"
"Fairfax County","VA","Washington-Arlington-Alexandria","51","059",36,449990,449900,449995,466250,474900,474888,459000,449000,425000,425000,425000,416487.5,419900,420000,434900,450000,469000,466416.5,464900,459000,449950,449900,439000,429000,439500,459000,475000,499000,499950,499900,499250,495000,499000,499000,499900,499000,5e+05,5e+05,525000,530000,547950,539000,525000,514918.5,509000,495000,496000,485000,499888,499000,515000,525000,535000,535000,529000,525000,524900,519900,515000,510000,509900,515000,525000,539900,539500,534900,499000,525000,524990,519900,514999.5,514450,524925,534800,549900,565000,565000,550000,549000,545000,545000,549900,557500,550000,559900,575000,589900,589000,589900,589000,579900,575000,570000,575000,579900,581000,589153,599825,605000,614925,610000,599950,590000,579000,579000,579950,579900,589000,595000,614999,619950,630000,629990,629900
"Contra Costa County","CA","San Francisco-Oakland-Hayward","06","013",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,475000,465000,450000,446240,439950,463450,495000,5e+05,525000,525000,525000,499900,499000,499000,479000,459000,461000,484945,519000,547000,575000,570000,558888,545000,530000,529000,524890,5e+05,510000,539900,570000,589999,595000,599000,579000,559999.5,570000,572495,555000,549900,549000,569000,599000,6e+05,625000,608000,599888,589900,585000,580000,574900,550000,555000,590822.5,618000,629500,639950,639500,625000,609000,615000,605000,599000,584900,579900,595000,605990,629000,629995,635000
"Salt Lake County","UT","Salt Lake City","49","035",38,244900,239900,238000,239000,239000,234900,229900,225000,221450,219900,219900,210000,205000,207700,208000,199900,2e+05,199900,202000,204900,205000,204949.5,204000,2e+05,199900,207000,209900,208100,215000,219000,219000,229900,229900,234900,235000,234900,228000,225000,229900,239900,247000,255000,261890,259990,259900,259900,264900,262000,259000,258000,259900,269000,274900,275000,275000,275000,276626.5,275000,274900,275000,279900,284850,289300,299900,307000,311990,314900,319000,315000,314980,311445,309900,311995,310000,324885,324900,335000,339900,339000,335000,328000,328140,329900,329900,329900,335000,342025,350000,350000,350000,349900,350000,350000,350000,349995,350000,359900,355974.5,365000,374000,374900,375000,379900,374900,374900,369999,370000,375000,375000,375000,379900,389898,395000,399000
"Travis County","TX","Austin-Round Rock","48","453",39,236337,235000,235000,239867,249900,249900,246900,245500,240000,239900,239990,235000,229900,229900,239000,248000,249500,239900,239000,234900,229000,225000,225000,225000,224900,229990,249000,250000,255000,259900,257995,249900,249000,249500,251825.5,259000,260000,272000,275000,286595,299000,297176,297050,294500,295000,3e+05,309825,308800,317995,328990,339000,349900,350000,360000,349900,349300,349750,349900,349000,354945,350000,355000,364324,374945,375000,379000,369000,373990,369000,375000,369625,378990,375000,378990,380000,382990,380000,390000,389000,380000,384900,385000,385000,378000,375000,380900,389900,399000,399500,396990,395000,389900,385000,381000,375000,371720,365000,369000,379000,379900,384675,385000,384000,375000,373136,369999,365000,359999,354990,364900,370000,385900,387700,389000
"Saint Louis County","MO","St. Louis","29","189",40,156250,159900,160000,159900,160000,159900,159900,159000,159000,156375,154900,148000,139900,139900,142000,145000,149900,149900,149900,149900,146000,145000,144900,137500,144900,139900,142500,149900,152900,150000,149900,149000,147009.5,145000,147450,140000,139900,145900,150000,159900,160000,164900,158900,153700,150000,149900,143900,139900,138000,145000,149900,159500,165900,165000,164900,159900,159900,155700,150000,147000,145000,150000,164900,169900,174900,179900,179625,172500,172900,170000,169900,159900,159900,159900,175900,198900,208000,199900,199900,194900,189000,184900,182900,174900,169900,176900,186000,204900,219900,224900,224900,214900,214000,209900,199900,197500,197900,199900,210000,223000,225000,225000,225000,218000,215000,215000,214900,2e+05,199900,215000,225000,234999,240000,239900
"Pima County","AZ","Tucson","04","019",41,205900,2e+05,199900,198418,194203,192537.5,189000,185000,185000,179900,179000,179000,174900,172500,169900,164500,159950,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162368,164900,165900,168500,167000,169900,170000,175000,174900,174900,175000,179000,180000,184900,188538,189000,189900,189900,189900,189900,190000,192673,194900,195428.5,198924,198990,198000,197900,199000,199000,199000,199000,199000,199900,199999,199000,2e+05,199980,199000,199000,199500,199900,199000,196450,199000,199000,199900,200900,207999,209000,208900,207000,209900,212000,215000,214945,218000,219900,220970,223945,225000,225000,225000,229000,229000,229000,230990,230000,232000,234945,232500,237000,237900,235000,239000,237000,238000,239990,243990,240000,245000,240000,248995,249000,249900,247900
"Montgomery County","MD","Washington-Arlington-Alexandria","24","031",42,365990,370000,379500,389900,395000,389000,380000,369900,349900,354900,350550,340000,339000,339900,350000,374700,384500,380000,379999,379990,379000,377900,374990,359950,369500,379900,399900,415000,437990,430000,424900,419000,419000,425000,419900,399900,399900,409990,424900,440000,449000,449900,439000,429000,435900,429000,419900,419000,409000,415000,430000,448250,458950,450000,449000,434900,439000,435000,425000,419900,415000,415000,425000,429000,435000,445000,420000,429900,435000,429900,429900,429000,425000,425000,439990,474650,474900,475000,464990,464999,465000,469000,475000,469900,472500,481390,499900,519900,515000,509550,509000,499900,499945,499900,499990,499700,499900,5e+05,519900,529900,529500,525000,5e+05,499000,499449.5,495000,494745,475000,474999,495000,499999,524900,525000,524999
"Honolulu County","HI","Urban Honolulu","15","003",43,490000,487000,475000,475000,485000,485000,488500,534400,475450,464950,465000,460000,453950,430000,445000,449000,450000,449000,450000,459000,455000,450000,435000,435000,434950,432650,441010,449000,449900,449000,450000,457609,450000,454000,450000,453630,459000,475000,464000,472762,475000,459000,495000,499000,499000,495000,499999,509350,499000,507000,5e+05,502000,510000,504000,510000,521000,520000,510000,525000,530000,545000,549950,548096,539000,550000,564950,568000,579000,578000,585000,587000,590000,590000,535000,590000,599000,599000,625000,626474.5,625000,630000,625000,630000,636250,635000,624950,625000,640000,643632.5,648000,630000,630000,635000,629617.5,629000,639000,630000,625000,615000,620000,631500,643888,639000,645000,641000,635000,643500,649000,648000,640000,649000,645000,649000,640000
"Westchester County","NY","New York-Newark-Jersey City","36","119",44,5e+05,509450,525000,529000,549000,549000,525000,529900,499000,499000,489999,459000,450000,449000,495000,475000,475000,474999.5,455000,440000,439000,425000,415000,399000,395000,399000,427000,444949.5,460000,449000,449222,429000,430000,429950,439000,419000,425000,448894,460000,479000,495000,498000,469000,429000,425000,449000,429000,404375,399500,410000,450000,495000,5e+05,499000,499900,489900,479000,479000,460000,449000,449000,469000,486875,539000,539000,539000,529000,5e+05,499900,509950,499121.5,485000,479000,499777,539000,559900,573997.5,575000,555000,535000,537800,525000,520000,499000,499900,549000,574995,599000,624000,625000,599999,580000,595250,599000,597750,580000,585000,625000,639700,650000,674000,650000,639999.5,625000,635995,634900,629000,619000,610000,645000,669000,699000,695000,689000
"Milwaukee County","WI","Milwaukee-Waukesha-West Allis","55","079",45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146850,139900,137900,139500,134900,134900,138000,136900,136900,137900,139900,134900,131500,129000,126900,124945,124900,126000,129800,127900,124900,124000,122000,120000,121400,119000,119900,124900,125000,129950,134900,137900,138725,135000,134900,134900,133000,129900,125000,124900,129900,135000,139900,139900,139900,139900,139000,134900,129900,129900,129500,129900,135000,139900,149600,145000,145000,141900,139900,139900,139900,138700,135950,140000,145900,149900,149900,155000,156000,155450,154900,149900,149500,144900,139900,144900,149900,149900,154900,155000,154850,149900,149900,149900,147900,144900,144900,149000,149900,159900,164900,167000,164900,164900,163500,163900,159900,154900,154900,159900,166950,174250,174900,175000
"Fresno County","CA","Fresno","06","019",46,210000,207000,199900,198800,194900,195000,184900,181465,182900,179000,179000,174900,174900,159900,164945,159900,160000,162700,159900,164900,161999,159900,159900,159000,158950,153550,153500,150000,159950,165000,170000,175000,175000,179000,175000,175000,179900,185000,195000,204999.5,217450,227000,234900,234900,239900,239000,239000,230990,234000,239900,242450,244900,246900,249950,250000,254900,250000,245225,249000,249500,248975,249900,249950,255000,264900,267999.5,269000,269000,262500,259000,256800,258950,253990,255000,259000,259000,264925,267175,274974.5,269900,269900,269000,262495,265000,259000,259999,264950,275000,284900,285000,289998,285000,288000,291995,290000,292000,289900,277500,284900,299000,298925,299000,299900,299900,299000,299000,299000,298000,295950,289000,289998.5,299950,303000,308000
"Shelby County","TN","Memphis","47","157",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142500,133945,139900,147900,144000,149900,149900,149900,145000,138350,134900,130000,130000,129900,129900,139900,149900,158000,159900,147900,139900,139900,138900,132000,132900,129900,134500,145900,154900,159900,165500,160000,157500,159500,149900,145000,135500,135000,139900,152925,160000,164950,169900,169000,167500,166900,167000,153299,144752.5,147033,159900,170000,179900,184900,184900,179900,180000,175000,170000,159999.5,159900,159900,169900,180000,189500,195000
"Fulton County","GA","Atlanta-Sandy Springs-Roswell","13","121",48,219900,219900,221900,225000,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187900,189900,189500,188000,184990,188513.5,179900,175000,169900,169900,177900,184900,190000,2e+05,210000,200085,199900,205990,209900,213990,210000,215000,225000,225000,237700,240000,247900,249000,240000,239900,239000,228000,220000,219900,225000,245000,259900,265000,270825,274675,269500,252028,249000,246886,247501.5,245000,249900,250000,260000,269000,275000,265000,269900,269900,275000,269900,265000,268500,274999,289000,309900,319900,310000,312000,309250,305000,315000,315000,3e+05,299900,319000,345000,364500,365904,370000,355000,349130,356000,363288.5,359900,360000,364392.5,369000,378260,395000,4e+05,4e+05,380000,369900,371475,370000,369900,365000,359000,355000,368300,376900,375000,372000
"Mecklenburg County","NC","Charlotte-Concord-Gastonia","37","119",49,190000,194900,192000,194350,190000,190000,189900,189900,186000,185000,184900,179000,175000,175000,175000,179900,179900,179900,179500,179000,175000,175600,175000,174741,174900,178850,183883.5,184900,184900,184900,179900,185000,182500,184990,183400,185000,188995,199580,206900,212000,214900,214900,210000,210000,209900,209000,205000,202000,199000,203200,216056.5,222131,224900,224900,222995,219900,219900,219990,220000,220000,225000,230000,233500,244900,250000,250000,253900,250000,249500,254900,255000,250000,264900,275000,279900,287000,289900,289900,289900,283055,284900,287500,286735,289999,289610,285000,294978,3e+05,304500,305000,299000,295000,299900,3e+05,3e+05,305000,310000,319000,319990,316499,314900,314900,309999,305000,309000,307990,305000,304900,304900,314450,314990,320000,319900,319000
"Erie County","NY","Buffalo-Cheektowaga-Niagara Falls","36","029",50,139900,141950,149000,145000,149900,149900,147500,147000,144900,139990,139994.5,139900,139900,144900,144900,144900,148900,149900,149900,149000,145950,145450,145000,145000,145000,149900,149900,149900,149900,149850,145000,148000,148500,142900,144900,144500,139999.5,143900,140000,149900,149549,149900,147727.5,144900,145500,140000,139800,136900,135000,139900,140000,144900,149000,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,150000,158000,159900,159900,157500,159900,155000,154900,151000,149999,149900,149999.5,157500,164500,165000,159900,156950,156950,150000,151000,152900,154425,154900,159900,164900,165000,169900,169900,169900,169900,169900,159999,159900,159900,159900,164900,169900,169900,175000,179900,174900,170000,169900,169900,167900,169000,169900,175000,179900,189000,189900
"DuPage County","IL","Chicago-Naperville-Elgin","17","043",51,279900,279900,279900,275000,279000,279000,274900,274500,262900,259900,255000,249000,239900,236905,239900,240000,246200,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232500,236000,239900,234900,229900,229000,229000,229900,223700,224900,234900,240000,250500,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289768,299000,299900,299000,297000,294500,294070,290000,289000,290000,299000,299900,299500,299999,304500,3e+05,3e+05,299999,304807.5,3e+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,333700,335000,334999,339900,339900,345450,345000,344900,339961.5,339000,338500,339000,339150,339900,342000,349900,349900,349900,350000,350000,349900,347900,345000,339900,339900,339065,339900,349000,349900,349900,349900,349900
"Fairfield County","CT","Bridgeport-Stamford-Norwalk","09","001",52,514731,519000,505900,510000,524900,519000,518000,499900,494393,489900,489000,465000,474900,469000,465000,479000,479900,485000,475000,459000,450000,449999,449250,448900,439900,449800,459000,469999,484900,479900,460000,449000,469900,469900,470000,469500,465000,495000,499000,499000,5e+05,5e+05,499900,489900,499000,499000,489900,479900,479000,499000,525000,539000,529900,525000,509999,499500,499000,499000,484900,475000,475000,499000,520000,519000,525000,525000,519000,509000,514950,509900,499900,499000,499900,529700,539450,549999,559500,577000,575000,550950,560000,555000,554900,529900,529000,569000,578000,579900,575000,574900,564900,529900,570000,575000,575000,565250,579000,599000,6e+05,629000,614900,599900,599000,585000,595000,595000,599000,590000,597900,599000,599000,610000,599000,593995
"Pinellas County","FL","Tampa-St. Petersburg-Clearwater","12","103",53,180000,179900,179000,175000,175000,170000,169900,169000,164900,159900,159900,154900,149900,149900,150000,149999,149900,149900,149900,149900,150000,149900,148900,144000,140000,144000,145000,142942.5,145000,149000,145000,145900,147250,145000,149900,149900,150000,154900,159900,159900,160000,162000,162700,164700,166200,169000,169000,167995,169500,174900,178900,179900,175000,179000,185000,189000,189000,189000,185000,183600,189900,194950,194500,189900,197500,199000,199900,214500,215000,214900,219000,220000,224000,224900,229900,234900,235430,239000,239900,239000,241700,245000,249900,249900,255000,259900,264957.5,274900,279000,279900,279000,274900,279000,275000,279900,279900,279900,279900,279936,285000,289000,289000,285000,280000,280000,279900,279900,282950,279900,281000,285000,289000,293000,292000
